Review,common_keywords_all,common_keywords_3_plus,all_keywords_combined
일교차가 큰 요즘에도 아침 저녁으로 잘 입고 있습니다 암홀이 깊어서 살짝 가오리 핏인가 싶기도 한데 그냥 뭐 괜찮구요 다만 신경 쓰이는 건 세탁을 번이나 했는데 뭔가 이 옷에서 나는 특유의 냄새가 안 빠지네요 세탁 번에도 처음 컨디션 그대로 유지하는 건 대 만족,,"깊다, 냄새, 뭔가, 세탁, 신경, 아침, 유지, 인가, 컨디션","가오리, 교차, 깊다, 냄새, 만족, 뭔가, 번, 세탁, 신경, 쓰이다, 아침, 암홀, 유지, 인가, 일교차, 저녁, 컨디션, 핏"
쿠폰으로 저렴하게 구매했어요 만족합니당 조아요,,"만족하다, 저렴하다, 쿠폰","만족, 만족하다, 저렴, 저렴하다, 쿠폰"
이런 스타일 후드 하나 사고 싶었는데 지금부터 가볍게 걸쳐서 입 기 좋은 후드 입니다 지퍼 양 방향도 좋습니다 새 옷 냄새도 없고 여기저기 잘 어 울릴 것 같아 요 사이즈 사서 작으면 다른 사람 주려고 했는데 적당한 것 같습니다 소재는 좀 무거운 편이며 핏 예쁩니다 배송은 세일 때 사 서 그런 가 좀 느린 편이에요,,"느리다, 배송, 사서, 소재, 스타일, 여기저기, 지퍼, 후드","가볍다, 걸치다, 냄새, 느리다, 며, 무겁다, 방향, 배송, 사고, 사람, 사서, 사이즈, 새, 서다, 소재, 스타일, 여기저기, 울리다, 작다, 적당하다, 지금, 지퍼, 편이, 핏, 후드"
사이즈 치고 작게 나온 편입니다 키 크 신 분들한테는 짧을 거 같아요, 짧다,"나오다, 사이즈, 작다, 짧다, 치고, 편입","L사이즈, 나오다, 늘다, 분, 분 늘다, 사이즈, 작다, 짧다, 치고, 크다, 키크, 편입"
느낌 좋네요 모자가 너무 힘 없이 떨어지는 감이 있긴 한데 개의 친 않아요,,"개, 떨어지다, 모자","개, 개친, 떨어지다, 떨어지다다감, 모자, 없이"
빈티지한 느낌에 사이즈도 딱 맞아서 아주 맘에 듭니다,,"맞다, 빈티, 사이즈","듭니, 맞다, 빈티, 빈티지, 사이즈, 지"
색감이 마음에 들어서 주문했는데 딱 화면에서 보던 느낌 그대로의 옷이네요 겉으로 입나 안으로 입나 여기저기 입 기 좋을 꺼 같아 요 너무 맘에드네요, 화면,"그대로, 들어서다, 색감, 에드, 여기저기, 주문, 화면","겉, 그대로, 끄다, 들어서다, 색감, 에드, 여기저기, 주문, 화면"
이 거 정말 예쁘고 디자인도 좋아요 배송도 빠르고 색감도 좋았습니다 사이즈도 딱 알맞게 산 거 같아 요," 디자인,  배송","디자인, 배송, 빠르다, 사이즈, 색감, 알맞다","디자인, 배송, 빠르다, 사이즈, 색감, 알맞다"
색깔 이쁘고 핏 오버하게 헐렁하게 이쁜 후드입니다 두텁고 무거워서 봄 가을에 입는 게 낫고 여름이라면 밤에 편의점 갈 때 반 바지랑 입으면 입어질 것 같습니다 품이 오버해서 이너를 따뜻하게 입으면 초겨울에도 입어 않을까 싶을 정도로 두텁습니다,,"두텁다, 라면, 바지, 색깔, 오버, 이너, 초겨울, 편의점, 헐렁하다, 후드","가을, 갈다, 두텁다, 따뜻하다, 라면, 무거워, 바지, 반바지, 색깔, 여름, 오버, 이너, 초겨울, 편의점, 핏, 헐렁하다, 후드"
색감이 이 뻐서 샀는데 기름 냄새 때문에 세탁기 돌리니 색 가임 더 빠졌어요, 세탁기,"가다, 기름, 냄새, 돌리다, 때문, 빠지다, 색감, 세탁기","가다, 기름, 기름냄새, 냄새, 돌리다, 때문, 빠지다, 색, 색감, 세탁기"
옷은 상당히 이쁜데 마감 처리가 아쉽네요 핏은 좋아요,,"마감, 상당하다, 아쉽다, 처리, 핏","마감, 마감처리, 상당하다, 아쉽다, 처리, 핏"
올해 제일 잘 산 템임 진짜 원단도 하고 세탁기 막 돌려도 걱정이 안 될 정도로 너무 좋음 가을에도 잘 입을 듯,,"가을, 걱정, 돌리다, 세탁기, 올해, 원단","가을, 걱정, 돌리다, 세탁기, 올해, 원단, 제일, 템임"
생각보다 너무너무너무 마음에 들고요 샀던 후드 집업 중에 제일 맘에 들어 요 빈티지한 느낌도 있고 어디다가 걸 치든 너무 예쁘고 잘 어울려 요배송이 늦은 건 조금 아쉬웠지만 예뻐서 용서됩니당,,"다가, 빈티, 어울리다, 후드","늦다, 다가, 배송, 빈티, 빈티지, 아쉽다, 어울리다, 용서, 지, 집업, 후드, 후드집업"
입기에 좀 크긴 했는데 오버핏으로 입 기 딱 좋아요 엉덩이 가려지는 정도 이 거 입으면 순간 내가 밤 양이 되는 기분,,"가려지다, 기분, 내, 순간, 엉덩이, 오버핏, 크다","가려지다, 기분, 내, 밤양갱갱, 순간, 엉덩이, 오버핏, 크다"
워싱된 후드 집업 사고 싶었는데 좋은 가격에 잘 구매했습니다 핏 좋구요 무게감이 살짝 있어서 한 초봄 가을에 입 기 좋을 듯 합니다 지퍼가 생각보다 해서 아쉽네요, 지퍼,"가격, 무게, 사고, 아쉽다, 지퍼, 집업, 초봄, 후드","가격, 가을, 무게, 사고, 싶다, 아쉽다, 워싱, 워싱된, 지퍼, 집업, 초봄, 핏, 후드"
집업도 너무 이쁘다 전 줄 빼고 입었습니다 나이가 있어서,,"나이, 빼다, 업도","나이, 빼다, 업도, 전, 집, 집 업도, 집업"
날씨가 더워져서 좀 늦게 산 감이 있지만 밤 산책용으로 잘 입고 있어요 마감 좋다는 후기를 봤는데 제 옷은 별로였어요 다른 후기들처럼 지퍼도 잘 안 올라가요 하지만 가격이 저렴해서 만족합니다,,"가격, 날씨, 늦다, 더워지다, 마감, 만족하다, 별로, 산책, 올라가다, 저렴하다","가격, 날씨, 늦다, 더워지다, 마감, 만족하다, 별로, 산책, 올라가다, 저렴하다, 지퍼, 후기"
키가 작아서 팔은 좀 길지만 오버핏이 딱 원하던 느낌이라 좋네요, 오버핏,"길, 오버핏, 원하다, 작다, 키, 팔","길, 오버핏, 원하다, 작다, 키, 팔"
너무 이쁘네요 색감도 좋고 그냥 이 쁨 아쉬운 점은 지퍼가 좀 잘 안 먹네요, 지퍼,"그냥, 먹다, 색감, 아쉽다, 점, 지퍼","그냥, 먹다, 색감, 아쉽다, 점, 지퍼"
예약 배송 날짜도 안 지키면서 연락도 없고 완전 불량 판매자 지퍼가 잘 올라가지 않고 언제 고장날지 모름 후드짚 업주문하고 주기다림,,"기다림, 연락, 올라가다, 장날, 지키다, 지퍼, 판매","기다림, 날짜, 모름, 불량, 불량판매, 업, 업 주문, 없다, 연락, 예약, 예약배송, 올라가다, 장날, 주, 주문, 지, 지키다, 지퍼, 판매, 하고, 후드짚업"
배송 예정일 월일 이후 출고였는데 일이나 빠르게 받았어 용 안감이랑 겉감 색상이 달라서 좋고 어깨가 드롭핏이라 오버핏으로 입기 너무 좋아요 원단도 생각보다 두툼해서 좋고 피그먼트 특유의 냄새가 딱히 안 나서 좋았습니다 착용 감 너무 편하고 투 버튼이라 트렌디하고 이 뻐용,,"겉감, 드롭핏, 배송, 안감, 착용, 트렌디, 편하다, 피그먼트","4월10일, 4일, 겉감, 냄새, 두툼해, 드롭핏, 딱하다, 배송, 버튼, 빠르다, 뻐용, 색상, 안감, 어깨, 예정일, 오버핏, 원단, 월일, 이후, 착용, 추다, 출고, 투버튼, 트렌디, 특유, 편하다, 피그먼트"
저렴한 가격에 이런 핏 이런 피그먼트 감성이 나와서 엄청이 뻐요 한 느낌까지는 아닌데 살짝 자연스럽게 오버하게 엄청이 쁜 옷이라서 학교 다닐 때 그냥 편하게 자주 입었네요 단점은 지퍼가 근데 좀 에 바치긴 합니다 그리고 첨 왔을 때 냄새가 별로인거,,"감성, 바치다, 별로, 스럽게, 오버, 인거, 자연, 저렴하다, 지퍼, 피그먼트","감성, 까지는, 나오다, 냄새, 단점, 바치다, 별로, 스럽게, 아니다, 오버, 인거, 자연, 자연스럽게, 저렴하다, 지퍼, 편하다, 피그먼트, 핏, 학교"
무난한 집업 후드티 기본템으로 너무 좋습니다 가볍게 입 기 좋아요,,"가볍다, 집업, 후드","가볍다, 기본, 집업, 집업후드티, 티, 후드, 후드 티"
배송 예약에 맞춰서 제대로 왔어요 색상 사진보다도 훨씬 더 이 쁜 듯해요 그리 두께감 있는 것은 아니예 요 초봄부터 입기에 너무 좋아요 가을에도 너무 좋을 듯해요 기존에 후드 집업을 좋아하는데 너무 큰 루즈핏이 아니라 굉장히 이쁘게 핏이 나와 요 색상 역시도 특이한 편이예요 어떤 한 캐쥬얼룩에도 잘 어울려 요,,"가을, 기존, 루즈핏, 보다도, 사진, 색상, 제대로, 초봄","가을, 그리다, 기존, 루즈핏, 배송예약, 보다도, 사진, 색상, 아니다, 어울리다, 제대로, 좋아하다, 쥬얼, 집업, 초봄, 캐 쥬얼, 캐쥬얼룩, 특이하다, 핏"
옷 색깔이 생각보다 까맣고 이쁩니다 굿이에 요 잘 산 거 같아요,,"까맣다, 색깔","굿, 까맣다, 색깔, 잘살다"
일반 면 후드집업은 보풀 일어나고 핏이 안 이 쁠수 있는데 이건 핏도 이 쁘고 재질이 오래 입을 수 있겠어요 옷은 좀 무거워요, 재질,"무거워, 보풀, 업다, 오래, 이건, 일반, 일어나고, 재질, 핏","무거워, 보풀, 쁠수, 업다, 오래, 이건, 일반, 일어나고, 재질, 집, 핏, 후드, 후드 집 업다, 후드집업"
남친 사줬는데 두께에 비해 생각보다 많이 따뜻하다고 합니 당 색이 되게 예쁜데 사진에선 그게 잘 안 나와서 좀 아쉽네요 여기저기 편하게 걸칠 수 있어서 자주 입더라고요 후드도 해서 귀엽고 옷 만 듦 새라고 해야 하나 한 거 같아서 대 만족이에요,,"귀엽다, 남친, 따뜻하다, 만족, 사주다, 사진, 에선, 여기저기, 후드","걸치다, 귀엽다, 나오다, 남친, 대다, 따다뜻, 따뜻하다, 라고, 만족, 비다, 사주다, 사진, 색, 에선, 여기저기, 이에요, 탄탄, 편하다, 하나, 후드"
어두운 자켓 안에 받쳐 입으려고 샀는데 어디에나 입어도 무난무난하고요 그리고 색감이 무척 이쁩니다 요새 교복 수준이에요 무엇보다 제가 긴팔 원숭이인데 제 팔을 폭 덮어줘서 감사해요,,"두운, 무척, 색감, 수준, 원숭이, 자켓","고요, 교복, 덮다, 두운, 무척, 받치다, 색감, 수준, 원숭이, 인데, 자켓, 팔"
넘모 예뻐요 맘에 들어 요 무게도 별로 안 무겁고 핏 이 쁘고 기장도 엉덩이 다 가려줘서 좋고 색감도 빈티지하게 이 쁘고 두께도 적당하고 편하고 다 좋아요, 무게,"가다, 기장, 두께, 무겁다, 무게, 별로, 빈티, 색감, 엉덩이, 적당하다, 편하다","가다, 기장, 두께, 무겁다, 무게, 별로, 빈티, 빈티 지하, 색감, 엉덩이, 적당하다, 지하, 편하다, 핏"
배송도 금방 오고 입기 편해서 자주 입을 것 같아요, 배송,"금방, 배송, 오다, 편하다","금방, 배송, 오다, 편, 편하다"
간절기에 아무데나 아무 때나 걸치고 따듯하게 입기에 좋습니다,,"간절기, 걸, 따다, 치고","간절, 간절기, 걸, 걸치고, 따다, 치고"
크게 입으려고 샀어요 여름에 추위 많이 타서 항상 들 고 다니는데 다른 사람들은 안 덥냐고 하네요 봄 가을에 더 적합한 두께이 긴 해요 가격 대비 퀄리티 좋습니다 중간은 친구들하고 좀비 게임 한다고 뒤집어 입은 거예요,,"덥다, 사람, 여름, 적합하다, 중간, 추위","가격, 가을, 게임, 덥다, 뒤지다, 많이, 봄가을, 사람, 여름, 적합하다, 좀비, 좀비게임, 중간, 추위, 친구, 퀄리티, 크게, 항상"
과하지 않게 트랜드 한 색상이라 자주 입고 다닐 거 같아 요 근데 지퍼가 살짝 아 쉽긴 합니다 부드럽지 않네 용, 지퍼,"부드럽다, 색상, 쉬다, 지퍼","근데, 랜드, 부드럽다, 색상, 쉬다, 지퍼, 트 랜드, 트랜드"
백프로 면 재질 입니다 색 감 좋구요 오버사이즈라 어깨가 큰데 입으면 이쁩니다, 재질,"백프로, 사이즈, 어깨, 오버, 재질, 크다","백프로, 사이즈, 색감, 어깨, 오버, 오버 사이즈, 오버사이즈, 재질, 크다"
진짜 너무 마음에 들어 요 색감 좋고 스타일 내기도 좋습니 당 배송 포장 모두 나이스했습니다, 색감,"나이스, 내기, 배송, 색감, 스타일, 포장","나이스, 내기, 배송, 배송포장, 색감, 스타일, 포장"
가볍게 입고 다니기 좋아요 색감도 이 뻐요 입니다," 색감, 가볍다","가볍다, 색감","가볍다, 색감"
전체적으로 색감이 예쁩니다 막 입 기 좋을 거 같아 요 하지만 지퍼가 많이 하고 제 것만 그런 진 모르겠지만 하게 좀 젖어서 왔네요, 지퍼,"그렇다, 모르다, 색감, 오다, 젖다, 지퍼","그렇다, 모르다, 색감, 오다, 전체, 젖다, 지퍼, 축축"
처음 왔을 때 원단 냄새인지 먼지 냄새 공장 냄새 같은 게 많이 나서 여러 번 세탁기 돌리고 건조기 돌리기 반복하니까 냄새 많이 빠졌어요 건조기 많이 돌려도 옷감 안상하고 해서 좋네요, 건조기,"건조기, 공장, 냄새, 돌리다, 먼지, 반복, 세탁기, 여러, 옷감","건조기, 공장, 공장냄새, 나서다, 냄새, 돌리다, 많이, 먼지, 먼지냄새, 반복, 빠지다, 세탁기, 안상, 여러, 옷감, 원단냄새, 인지, 틀다틀다"
오버핏을 좋아해서 길이는 좀 컸지만 좋았습니다 근데 입은 지 몇 번 안 되서 인지 몰라도 지퍼가 좀 아쉬워요 하지만 옷이 너무 예뻐서 마음에 듭니다,,"길이, 아쉽다, 오버핏, 좋아하다, 지퍼","길이, 되다, 듭니, 모르다, 아쉽다, 오버핏, 인지, 좋아하다, 지퍼, 크다"
사이즈가 후기가 별로 없어서 살까 했는데 그냥 사 길 잘했어요 기준 사이즈도 이 쁘게 오버핏 나오네요 평소 남자 옷 입는 동생 입혀보니 완전 정 사이즈 나오는 거 보니까 사이즈가 통상 남자 옷 사이즈 정도 되는 것 같습니다 사이즈 참고하세요 지 퍼 하다는 후기 많던데 리뉴얼한 건지 뭔지 저는 부드러웠어요 두께는 그냥 딱 봄 가을 두께 고 옷은 꽤 무게감 있게 묵직한 데  한 재질은 아니에 요 부드럽게 흘러내리는 느낌입니다 각 잡힌 느낌 원하시면 아쉬울지도 저는 편하게 휘뚜루마 뚜루 입을 계획이었어서 맘에 들어요,,"건지다, 리뉴얼, 부드럽다, 사이즈, 후기","건지다, 계획, 나오다, 남자, 두께, 리뉴얼, 무게, 묵직하다, 부드럽다, 사이즈, 아쉽다, 입히다, 재질, 통상, 편하다, 후기"
너무 좋아요 여러 벌사서 계속 입고 싶어요 너무 예쁨,,"계속, 사서, 여러","계속, 벌, 벌 사서, 사서, 싶다, 여러, 여러벌"
배송 오래 걸리지만 받아 보고 상품은 맘에 들어 요 굿 재구 의 사 있음, 배송,"걸리다, 받다, 배송, 보고, 상품, 오래, 재다","걸리다, 굿, 받다, 받다보고, 배송, 보고, 상품, 오래, 오래걸리다, 의사, 재다"
배송도 빠르고 상품도 만족합니다 사이즈도 적당히 맞고 좋아요, 배송,"만족하다, 맞다, 배송, 빠르다, 사이즈, 상품, 적당하다","만족하다, 맞다, 배송, 빠르다, 사이즈, 상품, 적당하다"
옷은 상당히 이쁜데 마감 처리가 아쉽네요 핏은 좋아요,,"마감, 상당하다, 아쉽다, 처리, 핏","마감, 마감처리, 상당하다, 아쉽다, 처리, 핏"
사이즈가 커서 편하게 입 기 좋아요 제가 딱 원하던 오버핏 느낌이라 맘에 들어 용 다만 배송이 너무 느렸어요,,"배송, 사이즈, 오버핏, 원하다, 커서, 편하다","느리다, 배송, 사이즈, 오버핏, 원하다, 커서, 편하다"
지금 날씨엔 덥고 월부터 월동안 잘 입고 다녔음 소매 좀 길어서 두 번 접고 다녔다네요,,"날씨, 덥다, 소매, 월동, 접다, 지금","1월3월, 날씨, 덥다, 번접다, 소매, 월동, 접다, 지금"
사이즈는 한테 적당한 오버핏으로 잘 맞아요 하고 핏이 잘 잡혀 있어서 좋아용 휘뚤마뚤 잘 입을 것 같아용,,"사이즈, 오버핏, 잡히다, 핏, 휘뚤마뚤","맞다, 사이즈, 오버핏, 잡히다, 적당하다, 탄탄, 핏, 휘뚤마뚤"
사이즈가 정 사이즈로 나온 거 같아 요 크게 입고 싶으시면 한 사이즈 업 추천 드려요, 크게,"나오다, 드리다, 사이즈, 싶다, 추천, 크게","나오다, 드리다, 사이즈, 싶다, 업, 정사이즈, 추천, 크게"
좋아요 좋아요 사이즈도 딱이 고 색감도 너무 이뻐, 색감,"딱이다, 사이즈, 색감","딱이다, 사이즈, 색감"
막 편하게 입을 라고 산거였는데 정말 맨날 입는 중 지퍼가 유연하진 않은데 크게 신경 쓰일 정도는 아니에 요 두껍 진 않지만 적당히 무게감 있어서 오버핏 집 아주는 느낌임당,,"두껍다, 무게, 신경, 적당하다, 편하다","두껍다, 라고, 맨날, 무게, 신경, 쓰이다, 아니다, 오버핏, 유연, 유연하다, 적당하다, 지퍼, 크게, 편하다"
후기가 좋아 주문했습니다 품절 때문에 배송 기간이 오래 걸렸지만 개성 있는 색상과 한 질감이 품질이 좋아 보입니다 아이가 마른 편이라 이미지상 많이 커 보이지만 예뻐요," 질감,  품질","기간, 마르다, 보이, 보이다, 이미지, 질감, 품절, 품질","개성, 걸리다, 기간, 때문, 마르다, 배송, 보이, 보이다, 상, 색상, 이미지, 주문, 질감, 품절, 품질, 후기"
하고 마감 좋아요 생각보다 조금 무겁기는 합니다 그리고 자크가 좀 합니다 빈티지한 느낌이 좋네요,,"마감, 무겁다, 빈티, 자크","마감, 무겁다, 빈티, 빈티지, 자크, 지, 짱짱"
핏이 좋고 가격 대비가 정말로 좋습니다 빈티지하네요,,"가격, 대비, 빈티, 지하, 핏","가격, 대비, 빈티, 빈티 지하, 빈티지, 정말로, 지하, 핏"
진심 배달이 너무 느려요 모자가 너무 커요 키퍼가 잘 않되요, 모자,"느리다, 모자, 배달, 진심, 크다, 키퍼","느리다, 모자, 배달, 진심, 크다, 키퍼"
